comments	label
시봘 존나 웃기네 섹스리스 였는데 야동에 출현해서 섹스하는 보고 꼴려서 둘째 임신 ㅋㅋ	1
전라도는 인구 소멸 우려될 정도로 인구가 엄청 줄었는데 공무원 10% 증가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개같은 사회주의 지상낙원 싸우스 코리아 전라 프라빈스	1
언플쩌네 본사람들 전부 재밌다고 하는 사람이 없던데ㅡㅡ	1
짱깨 새끼들 때문에 지금 전세계 경제가 초토화 인데 코로나 끝나고 어떻해 나오나 보자 썅것들	1
얘도 입으로 가겠네 조만간 넷플릭스 스탠딩 나온다던데 거기서 짤되서 돌아다닐 헛소리 몇개 있으면 그냥 커뮤니티에서 씹히면서 빠빠잉 분위기 나올	1
진짜다 게이야	1
민주주의의 폐해지 도편추방제같은거임 ㅋㅋ대다수는 누가 일을 했는지 관심없지 그저 누군가 물어뜯을 거리만 생기면 생각없이 물어 뜯어댈뿐 ㅋ거기에 민의를 대입하고 정의를 녹여넣으면서 스스로 자기위안삼으면	1
일반인들은 3억 집값대출도 갚기 힘든데 연예인은 몇십억도 잘값어 역시 연예인 걱정은 하는게 아니지	1
남편돈으로 호의호식 ㄷㄷ 취집 잘한 케이스	1
옆에서 쓴소리하는 사람이 없으니깐 저러지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ박근혜도 옆에서 쓴소리하면 보지식 기분나빵 하면서 쳐내니깐 탄핵당한거고	1
무식하면 용감하다는 말을 몸소 실천해주는 섬숭이들ㅋㅋ	1
근데 델루나 특집을 kbs에서 하는거임 kbs는 존심도 없나 스카이캐슬 때도 그렇고 얘넨 방송국 프로에 자꾸 빨대 꽂는데	1
돼조이 얼굴 개빻았고 표정은물론 발성 발음 질질새고 게슴츠레뜨는거 극혐임	1
아이린은 씨벌년아 뒤질려고 일베 제외한 모든 곳에서 여돌 원탑인정하는게 아이린이다	1
사과 했잖아 그럼 작작하고 그만 해라 성매매충 한남들한텐 관대하면서	1
빨갱아 북한 핵개발에 대해서 어떻게 생각해	1
설마 현정 작가 아니지	1
2006년 포도밭그사나이에서 흰가운입은 연구원 정소영봐라 솔까 대한민국 여배우중에 최고로 이쁘고 단아했다 급식충들은 멋도모르고 윤아 아이유 떠들겠지만	1
강간범은 뒷구멍 개통으로 정의구현 웃흥웃흥	1
조선의 천박한 의식은 바로 공부 대한 개념 인식에 있다 조선에서 공부란 그대로 공부를 위한 공부일 국영수 시험쳐서 점수 매기는 수험 공부라고 생각하는 아주 천박한 의식이다 용접을 하기 위해 전기나 가스의 특성을 이해하고 금속의 성질을 터득하며 용접행위를 통해 생활에 유용한 여러 가치를 창출해 내는 모든 과정이 공부 근데 정작 조선에서 공부를 잘한다는 사람들이 국영수 배워서 남들에게 유용한 도움을 주는게 뭐가 있냐 수험으로서 배운 국영수가 대체 사회와 공동체 국가에 어떤 창의적이고 실용적인 도움이 되는거냐 여자강사처럼 기껏 수학 배워봤자 인류 발전을 위해서 쓰는게 아니라 그저 애들 수학 점수 높여주는데만 활용함 그게 다임 정작 현실에 어떤 실용적으로 활용되는게 아니라 그저 시험의 점수 높이려는게 천박한 조선의 공부다 이딴 썩어빠진 나라에 무슨 창의력이 있고 기술 발전이 있고 문화 발전이 있겠냐 그저 선진국들 시다바리나 하면서 평생 하청이나 받아 쳐먹고 살아야지 ㅉㅉ	1
북한 새끼들도 도망치는게 시베리아인데 ㅋㅋㅋㅋㅋ	1
2중대 역할이라도 제대로 하지 에휴	1
트와이스올해뜬노래가없는데 돈멕이기	1
느금마개보지	1
그냥 어디 섬하나 사서 공산주의 만들고 틀니쉰내 품기면서 살어	1
고추 잘라삐자	1
한국여자들이 욕하는걸 보니까 송혜교씨 정말 훌륭한 사람이시네요 응원합니다	1
벌레공무원 월급노예들보단 나라에도움됨ㅋㅋㅋㅋㅋㅋ	1
서울대생인 연예인 김태희를 고발한다이상한기계를 개발해서 돈을 버는가 하면정신질환을 일으키며 게다가 사생활보장도 못한다김태희는 죽어야한다	1
근데 신기한게 쟤는 그냥 성괴에 이쁜거도 아니고 짱깨놈 대리고 사는게 산박하다고 생각해서 그런건가 티비에서 밀러주는 이유가 뭐임 짤만 봐서 그런건가 이해가 안가노	1
전형적인 좌빨 보지식 논리네 ㅋㅋ	1
ㅋㅋㅋㅋ아니 그럼 딸이랑 인연 끊고 살리 ㅋㅋㅋ 김치녀들 진짜 별거 가지고 욕하네 ㅋㅋㅋ 세계원정성매매1위 김치녀	1
ㅋㅋㅋㅋ시발 이새끼 존나 웃기네	1
몰몬교 선교사 출신이 필로폰 했다는 믿기지가 않는디	1
올해 33살짜리 다운 외모를 가지고있는거같은데 기자야 눈이 침침하냐 안과소개해주렴	1
이준 휴가나와서 성욕 해소는 확실히 하겠네ㅋㅋ	1
아내의맛 매일먹는 간편식	1
썅년지꼴리는대로 마리오네트질 년임	1
머리 누가 그렇게 해줬나요 이상해	1
수준이 일베 표본이지	1
사회주의 너도 설마 몇몇새끼들처럼 모르냐	1
은퇴 기념으로 야동찍으러 가야겠군 ㅋㅋㅋ 연예계 왜년들의 최종 생계수단은 야동 ㅋㅋㅋ	1
못생긴 남자 결혼에 관심있는 여자 한명도 없어ㅋㅋ	1
누군지 모르겠는데 존나 꼬시네 얼굴로 아이돌 한거도 신기하네 현역 잘가라 꿀빨려고 했는데 실패했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
나도 75인치 사려고 요새 플스하는데 화면 좆만해보여서	1
으따 박수진 둘째는 배알꼴리고 한채아는 축복ㅋㅋ골때리네	1
이성욱 아까 사진 실렸는데 꼬랑내 날거같아보여	1
모든 여자들은 설리를 받아야 한다 가슴은 더이상 숨길게 아니다 설리처럼 까고 다니자 설리야 응원한다	1
개소리 머엉	1
예전에 일베에서 본거 세계 유흥글 싸던 게이 어디갔노	1
몰라서 그러는데 여자들한테 무슨약점을 잡았길래 저지랄을 할수가있는거야	1
여자들만 유독 열광하는 서현진	1
여자 서른 넘으면 답없긴 하지 ㅠㅠ 25살 부터 할머니 취급 당함 ㅋㅋ	1
여자들 중에 제대로 정치할 사람이 얼마나 있을지	1
부러우면 부럽다 해라 돈이면 된다고 비꼬냐 300 받을라고 사장 똥꼬도 빠는 것들이ㅋㅋ	1
요즘 남자들 너무 불쌍해 있어도 애첩질도 제대루 못하구	1
나의아저씨 이작품도 엎어야해 아저씨 미화시켜나오겠지	1
하다보니 안되서 아시발 졋다 그래 하고 쓰러진거가틈	1
임현주 남자 앞에서 실실 쪼개면서 꼬리흔드는게 재섭음 웃을 일도 아닌데 오바떨고 남자를 홀림	1
연이도 어렸을땐 이뻤는데 이제 40 넘고 퇴물되서 시집도 못가고 재취자리 아니면 평생 혼자 살아야될 나이가 됐네	1
초딩주작게임은 아직도 하네	1
가족 ppl	1
조선족 분탕 중국 마오쩌둥 ㅈ병신에다가 중국 민족이 미개해서 미국한테는 ㅈ털리지	1
여자가 술쳐먹고 방송 나오는 좋나 ㅉㅉ	1
나만한 세입자없음 씨발	1
kbs 주말극은 한번씩 꿀잼 노잼 하는것 같다 황금빛 보다가 이건 못보겠다 연기들이 너무 발연기다	1
그동안 애들 감성 팔아서 얼마나 벌었는지 국민들 앞에 낱낱이 공개하고 검찰은 문제가 없는지 특검 실시해라 그의 아내 양정원씨도 물론이고	1
블박차 ㅂㅅ이네 앞차 브레이크 밟으면 같이 밟아야지 그냥 가고있어 ㅋㅋㅋ	1
사람에겐 싫어할 권리도 있다 모든이가 이해해줘야 하는거냐 lgbt를 싫어할 권리도 있다 이해해주면 깨시민인줄 아는 사람들하고만 지내면 될것을 이해하라고 강요하니	1
ㅂㄷㅂㄷ 거리고 가네ㅋㅋㅋㅋ	1
저정도는 당연히 문제제기할 있는 민원인데 저걸 가지고 특혜래 댓글 성비봐라 기레기와 그성별의 콜라보	1
계집들은 여름에 브라자 대신에 꼭지만 가리는 접착식 테이프 붙이지 않나	1
부모가 잘못한건데 자식들이 욕먹어야하나요 그건 아닌듯	1
쩔뚝아 걸어봐 ㅋㅋㅋ	1
이승윤 매니저 다시 불러라 케미가 좋은 사람의 관계를 굳이 시점에 과거사를 들춰 망가뜨리는지 이해가 안간다 잘나가면 배아픈것이 종특이냐	1
밉상의 혼전임신 자랑이냐 그걸 지입으로 밝혀요 ㅋㅋ	1
여자가 99억명이면 좋겠다 그럼 결혼하기 쉬울텐데 골라먹을수 있으니	1
지지하는 대구 인간들 수준도	1
조1센 자영업자는 솔직히 망해도됨 술집 들어가기 전에 메뉴사진 보니깐 불삼겹볶음이란 메뉴있길래 사진보니깐 엄청 푸짐하던데 시키니깐 양파쪼가리 대패 몇개 이렇게해서 7천원 받아처먹더라	1
김대중 노무현 개새끼들은 ㅡ문재앙 씨발 개좆같은 새끼 등장이후로되려 선해보일 정도라서 없어진듯문재앙 씨발개좆같은새끼	1
실검에오르니까조은가보네ㅡㅡ아침부터 계속 듣보잡이 떠있고 댁도 뜨면 저럴지도 모름 연예인 마카다 남일아님	1
뚱뚱하고 못생긴 남자는 남자가 아니다 남잔 아름다움을 유지하고 가꿔야 그게 진정한 남자다	1
맞음 이새끼 ㅈㄴ 죽여놔도 시간 지나서 cs쳐먹고오면 존나쎔	1
진화야 늦기전에 손절하고 어리고 이쁜애 만나라	1
어쩐지 1위부터 와꾸가 빻고 나머지들 와꾸가 개빻았길래 이게 아이돌이야 싶었는데 이유가 있었군 근데 3랑 4는 투표수까지 조작이라 실질범죄지만1이나 2도 카메라분량이나 캐릭터 잡아주거나 이런것들 청탁 있었을 같은데	1
댓글 천사들만있네내가 보기엔 카메라돌아가는 연출인듯엄마가 없는친구딸 이제서야 카메라 도니깐 내가 너무 부정적인가	1
이종현씨 잘못없어요 고발하는것들 천벌 받을겁니다 악플 러들과 여론도 지옥갈 짓하는 악마들이구요 종현씨 편하게 못즐긴 청춘을 맘껏 누리고 절대스트레스 받지말고 더행복하게 사세요	1
신천지 인가보네 ㅉㅉ	1
ㅁㅊ개독들	1
안동에 가셨니껴 집이 안동이니껴 식사는 맛있게 했니껴안동에 마사지는 어떠니껴아 ㅅㅂ 한우 보고 한우먹으로 나가야겠다	1
주예지 생각이 대한민국 여자들 생각일까 두렵다 뒤지게패고싶은 밤이다	1
지가 패드립 치고 지가 열받고 ㅋㅋㅋㅋㅋ	1
글쓴놈 요점 파악 되지 니가 제일 똑똑한 같지 가세연에서도 김세의가 글쓴놈과 똑같이 말하더라그랬더니 강용석이 요점은 그게 아니고 7등급 밖에 못했으니까 용접하라는 식으로 비아냥하면서 징징거렸다는게 문제라는 거임라고 말하니까 김세의 찍소리도 못함	1
그래도 뚱뚱한거보단 차라리 마른게 낫지 오늘도 다이어트 빠샷	1
페미는 믿고 걸러라	1
한국넘들 이중성이 머냐면 지가 안당해보면 아주 옳은 소리 하는데 지가 당하면 다른소리한다	1
지랄똥싸구덜자빠졌네	1
듣보 열애설 관심도 없는데 무슨 소속사 확인이 필요 어이가 없네 주말에 씹을 거리 던져주는 기레기 기사 기레기들 역겨움	1
댓글에서 생리충 냄새나네 새나봐	1
솔직히 무늬만 부부인거같은ㅜ남편이 일땜에 집에를 안들어오는데?훔?	1
미스코리아됐을 진짜 비리 많은 때였으니	1
지금 너혼자 울분을 토해도 이미 김치국은 망하기 전까지는 그대로 있는거 퍼먹기로 정해졌다	1
순재씨 야동좀끊으세여	1
닉이랑 존나 귀엽노	1
노트북등 it 제품은 브랜드도 중국산이아 등신아 좆도 모르는 새끼들이 컴퓨터 아는척 오진다니깐 비유도 등신 같이함 16기가 브랜드 란다 씨발 ㅋㅋ괜히 모르면서 나서는 애들 보면 김치년 보는거 같아서 딥빡이 쳐오름	1
역삼도 원룸사는 창녀들 존나 많다 ㅋㅋ	1
개독교가 얼마나 사이비종교인지는일본을보면 알수 있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ일본은 개독교가 없는 나라인데 지금까지 미국 다음으로 세계최고 경제대국임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
oecd여성들중에 가장 의욕없고 꿀빨러에 핑계대기 일상인 한국 여자들이 전세계도 아니고 oecd 선진국 여자들에 비비면서 임금문제 거론하는게 가장 어이없다	1
이건 듣보잡이 나와서 개소리야	1
현역 갓나 상근들은 제발 군복무란 말을 안햇으면 하는데 주특기도 없는 애들이 무슨 군인이여 군복무 말고 대체복무란 표현을 써주십사	1
메갈은 정신병입니다	1
30대 아줌마들 비공 누르는거봐 처녀 뚫려서 모유나오는 젖소녀새기들 현실이면 나랑 대화도 못할 노친네련들 ㅋㅋ	1
뭐가 설명이 안되 뷰티 보정요	1
근대 저분들 조폭인가요 딱봐도 최소 조폭경험 있을거 같이 생겻던데 학창시절 괴롭힘 당한사람들 있을거같던데	1
♥기사에서 윤총경 승리 전라도 동향으로 서로 술먹고 골프하고 승리외 운영술집 영업정지외 계속 봐주고 태어나지 말고 분리되어야할 절라도♥	1
연예인도 인간인데 무슨 지들 노리개로말아요	1
할배랑 결혼한 이유가 이거지	1
얼마나 할일이없으면 직업이 bj일까	1
문화계 성추행범의 공통점은 박그네의 블랙리스트에 올라간 분들	1
짱깨랑 다를게 없음 ㅋㅋㅋㅋㅋ 오히려 더하면 더했지 절대 덜하지 않음 ㅋㅋㅋㅋㅋ 존나 천박하고 교만하고 집단주의적 사고에서 영원히 머물러 있는 병신민족 ㅋㅋ가끔 나타는 선지자들 덕에 그나마 유지되오던게 이제 그마저도 나올수가 없는 사회임 ㅋㅋ	1
결혼했으면 여자가 애를 낳고 대를 이어야지 요즘 여자들은 무슨 생각으로 결혼을 하려는지 모르겠다 남자 등꼴 빼먹을 생각뿐인가	1
저새끼 일베 ㅎㅓㅅ한듯 ㅋㅋㅋㅋㅋㅋㅋ	1
예비며느리가 청산해주구 시부모한테 이쁨좀 받자	1
벗으라고 누가 빌었냐 보라고 올려놓고 보냐 그러면 뭐라 그러냐 요즘 계집들 제정신 아님	1
황교익이 기사를 싫어합니다	1
돼지같은 것들은 이유가 있다	1
노무노무 쪽팔리겠다ㅋㅋㅋ	1
경찰들 일선에서 바로 선긋기 가능 니들 이제 된거야	1
그러다 쥬지터진다	1
페미 양성평등 외치면서 드라마 시시껄렁 기사 복기하는 여기자와 여성 댓글비율 86% 화력보소 ㅋㅋㅋ 사회 경제 정치 문화에 관심 갖고 남자여자 유리천장 씨부려라 ㅋㅋㅋㅋ 드라마 그만보고	1
석천이형 진짜 좋으신분 같은데 애들 입장에서는 게이삼촌이 입양한거에 대해서 부끄럽고 쪽팔릴수도 있을듯 싶어요 저였으면 챙피해서 학교 못다녔어요	1
아니 이런 시점에 일본년이랑 만나야했나	1
느그애미 수원에서 외노자 보지대주다가	1
